id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 62820382 ,57210e14-5abb-11e8-911c-28924ad12c5c,  -15.792000 ,  -47.946000 ,2011-07-06 17:20:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62841124 ,57210e8f-5abb-11e8-911c-28924ad12c5c,  -15.580000 ,  -47.505000 ,2011-07-07 16:25:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62841029 ,57210e83-5abb-11e8-911c-28924ad12c5c,  -15.577000 ,  -47.481000 ,2011-07-07 16:25:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62840992 ,57210e74-5abb-11e8-911c-28924ad12c5c,  -15.574000 ,  -47.501000 ,2011-07-07 16:25:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62865409 ,3996310a-5abb-11e8-911c-28924ad12c5c,  -15.632000 ,  -48.149000 ,2011-07-08 17:08:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62865438 ,39963127-5abb-11e8-911c-28924ad12c5c,  -15.935000 ,  -47.936000 ,2011-07-08 17:08:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62865437 ,39963126-5abb-11e8-911c-28924ad12c5c,  -15.634000 ,  -48.160000 ,2011-07-08 17:08:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62865430 ,3996311f-5abb-11e8-911c-28924ad12c5c,  -15.995000 ,  -48.050000 ,2011-07-08 17:08:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62865428 ,3996311d-5abb-11e8-911c-28924ad12c5c,  -15.622000 ,  -48.150000 ,2011-07-08 17:08:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62865422 ,39963117-5abb-11e8-911c-28924ad12c5c,  -15.624000 ,  -48.161000 ,2011-07-08 17:08:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62881636 ,399859d9-5abb-11e8-911c-28924ad12c5c,  -15.766000 ,  -48.032000 ,2011-07-09 16:13:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62881635 ,399859d8-5abb-11e8-911c-28924ad12c5c,  -15.765000 ,  -48.028000 ,2011-07-09 16:13:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 60914362 ,5711a4f9-5abb-11e8-911c-28924ad12c5c,  -16.039000 ,  -47.327000 ,2011-02-11 16:39:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 60914361 ,5711a4f8-5abb-11e8-911c-28924ad12c5c,  -16.041000 ,  -47.340000 ,2011-02-11 16:39:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62935886 ,39a07f14-5abb-11e8-911c-28924ad12c5c,  -15.737000 ,  -47.751000 ,2011-07-12 16:44:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62935885 ,39a07f13-5abb-11e8-911c-28924ad12c5c,  -15.685000 ,  -48.211000 ,2011-07-12 16:44:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62935882 ,39a07f10-5abb-11e8-911c-28924ad12c5c,  -15.735000 ,  -47.740000 ,2011-07-12 16:44:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62935877 ,39a07f0b-5abb-11e8-911c-28924ad12c5c,  -15.889000 ,  -48.134000 ,2011-07-12 16:44:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62974164 ,39a5ffcb-5abb-11e8-911c-28924ad12c5c,  -15.617000 ,  -48.078000 ,2011-07-14 16:32:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62974127 ,39a5ffa9-5abb-11e8-911c-28924ad12c5c,  -15.616000 ,  -48.085000 ,2011-07-14 16:32:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 61740679 ,35b7b8b4-5abb-11e8-911c-28924ad12c5c,  -15.864000 ,  -47.783000 ,2011-04-21 16:57:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62031232 ,35d896e0-5abb-11e8-911c-28924ad12c5c,  -15.979000 ,  -47.998000 ,2011-05-14 17:03:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62147528 ,571c3860-5abb-11e8-911c-28924ad12c5c,  -15.612000 ,  -47.343000 ,2011-05-23 16:56:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 62172437 ,571cb910-5abb-11e8-911c-28924ad12c5c,  -15.873000 ,  -47.377000 ,2011-05-25 16:44:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
