id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 53523464 ,31997750-5abb-11e8-911c-28924ad12c5c,  -15.803000 ,  -48.231000 ,2010-01-05 16:53:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 54049215 ,31f85dbf-5abb-11e8-911c-28924ad12c5c,  -15.907000 ,  -47.684000 ,2010-02-13 16:59:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 54049214 ,31f85dbe-5abb-11e8-911c-28924ad12c5c,  -15.906000 ,  -47.674000 ,2010-02-13 16:59:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 54049212 ,31f85dbc-5abb-11e8-911c-28924ad12c5c,  -15.909000 ,  -47.693000 ,2010-02-13 16:59:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 54070373 ,31f9fd09-5abb-11e8-911c-28924ad12c5c,  -15.899000 ,  -47.689000 ,2010-02-15 16:47:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 54197416 ,56de060a-5abb-11e8-911c-28924ad12c5c,  -16.043000 ,  -47.425000 ,2010-03-01 16:59:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 54441431 ,56e1b49a-5abb-11e8-911c-28924ad12c5c,  -15.785000 ,  -47.619000 ,2010-03-19 16:46:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 54708589 ,323e8d2b-5abb-11e8-911c-28924ad12c5c,  -15.964000 ,  -48.135000 ,2010-04-09 17:04:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 54858460 ,56e9a014-5abb-11e8-911c-28924ad12c5c,  -15.684000 ,  -47.760000 ,2010-04-22 16:34:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 54858458 ,56e9a012-5abb-11e8-911c-28924ad12c5c,  -15.685000 ,  -47.734000 ,2010-04-22 16:34:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 54858446 ,56e9a00f-5abb-11e8-911c-28924ad12c5c,  -15.681000 ,  -47.742000 ,2010-04-22 16:34:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 54858445 ,56e9a00e-5abb-11e8-911c-28924ad12c5c,  -15.687000 ,  -47.753000 ,2010-04-22 16:34:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 54931088 ,56eab228-5abb-11e8-911c-28924ad12c5c,  -16.045000 ,  -47.798000 ,2010-04-27 16:52:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 54931083 ,56eab227-5abb-11e8-911c-28924ad12c5c,  -15.556000 ,  -47.976000 ,2010-04-27 16:52:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 55053223 ,325d14bd-5abb-11e8-911c-28924ad12c5c,  -15.914000 ,  -47.901000 ,2010-05-08 16:34:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 55053220 ,325d14ba-5abb-11e8-911c-28924ad12c5c,  -15.915000 ,  -47.926000 ,2010-05-08 16:34:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 55053217 ,325d14b7-5abb-11e8-911c-28924ad12c5c,  -15.917000 ,  -47.920000 ,2010-05-08 16:34:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 55053214 ,325d14b4-5abb-11e8-911c-28924ad12c5c,  -15.913000 ,  -47.907000 ,2010-05-08 16:34:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 55145028 ,326b61b2-5abb-11e8-911c-28924ad12c5c,  -15.552000 ,  -47.771000 ,2010-05-16 17:23:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 55181196 ,3275a2a6-5abb-11e8-911c-28924ad12c5c,  -15.680000 ,  -48.225000 ,2010-05-20 16:58:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 55202629 ,3277d0a0-5abb-11e8-911c-28924ad12c5c,  -15.972000 ,  -47.981000 ,2010-05-22 16:46:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 55202627 ,3277d09e-5abb-11e8-911c-28924ad12c5c,  -15.960000 ,  -47.971000 ,2010-05-22 16:46:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 55202621 ,3277d09a-5abb-11e8-911c-28924ad12c5c,  -15.970000 ,  -47.969000 ,2010-05-22 16:46:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 55202615 ,3277d097-5abb-11e8-911c-28924ad12c5c,  -15.658000 ,  -47.835000 ,2010-05-22 16:46:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 55202607 ,3277d090-5abb-11e8-911c-28924ad12c5c,  -15.962000 ,  -47.982000 ,2010-05-22 16:46:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 55210302 ,3278d204-5abb-11e8-911c-28924ad12c5c,  -15.562000 ,  -47.776000 ,2010-05-23 17:29:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 55210294 ,3278d201-5abb-11e8-911c-28924ad12c5c,  -15.557000 ,  -47.750000 ,2010-05-23 17:29:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 55266724 ,327ff410-5abb-11e8-911c-28924ad12c5c,  -16.047000 ,  -47.991000 ,2010-05-29 16:52:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 55266720 ,327ff40c-5abb-11e8-911c-28924ad12c5c,  -15.877000 ,  -48.159000 ,2010-05-29 16:52:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
