"Classe","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Total","99774.81161519414","32296.88291906171","12678.093106536784","58148.88308907829","15797.309379528831","11324.452183355688","22606.41505383912","12141.951423217835","51647.95505686081","41939.28151461987","9242.798734936563","11085.882572766119","22965.33408741429","40163.56689160966","21466.66730331422","40833.763878135236","37411.37594696461","31446.19951234152","10041.288122967495","37440.296304345","21610.702183429097","18558.23588355077","52872.90866175975","19550.18315828238","8190.85777626346","70280.14192260215","30464.765314331176","17492.333197283795","9470.892000146521","22043.49668852485","12165.497768963574","13954.76239758315","19757.833140875333","6741.685276409937","15991.552127056984","11133.69897792361","21484.408177453424","27011.863116205073","5196.981743023678","18108.862928002676"
