"Classe","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","1985_2023","2024"
"3. Agropecuária","7384.432751367171","11858.214673223916","15119.933863800063","24156.30121343388","29117.31636631458","32161.84026495963","36472.504424561106","38275.2990929321","43942.98234346344","46046.55710646383","46952.909680780525","48594.72866674226","51288.26745611636","54755.67530468129","57543.87324345038","61758.13389140029","65984.9209446222","69840.5536346296","71024.34710484349","74583.15477899325","76533.37114165956","77733.22586694543","81156.44101830368","82872.32347682673","82102.2397759182","83325.43166333651","84170.46853817595","83856.92570096214","84474.93359232022","86218.93873489823","87625.10230944768","88908.27998434135","89742.42632514422","90510.50680151174","92175.45503354736","93220.35007921788","93557.23283577329","93093.05958326551","92748.73019783624","93271.53323845562"
"3.1. Pastagem","2595.335594805906","4075.7254856811583","4993.061118627932","8721.011467529293","10336.805013452074","12346.983968353323","14659.463914117623","16139.716861724817","19686.08370906361","21248.08621924429","22115.912762066906","22855.077092932384","24215.120766370033","27556.125826007064","30771.170538927916","34147.63117653837","36829.634018023266","39727.286060606275","39556.350286947796","39589.983073237796","40121.96644355505","40558.31645559545","41178.04154504869","40892.264090721364","37914.33669840942","36971.21184312688","34162.32731846275","32974.01768073051","34420.0007379021","36967.23952427317","38566.193960460536","40387.573116032756","40911.14848793301","41120.27533998981","42144.00830590035","42417.86333761807","41761.90334863499","39064.450352805485","33939.89959040561","34223.58501256731"
"3.2. Agricultura","462.507162719727","1045.9327711853066","2774.521383184784","5944.749334649667","9281.344405706826","10357.554128155482","13171.388802191545","14130.97155139768","16122.498568622173","16359.926391748286","16567.306882501438","17397.726150543305","17974.303690600813","18127.62319443352","18473.488581994374","19701.888822265468","21481.502052056705","23070.497807800195","23978.060097174297","27505.141345178065","29288.40035441553","29895.36794114125","31948.477441571624","32895.527584280455","33634.60163518101","34356.34471201891","35717.33722301534","36071.50885884265","36452.86207851491","37148.25032676901","37818.78401690109","38295.01678531316","38689.97104018991","38768.40487272203","39342.41770828673","39829.75083624699","40056.46611645952","40223.37483416486","40354.26655729665","40488.17684809923"
"3.2.1. Lavoura Temporária","460.266080310059","1042.8298155334512","2773.918364385956","5943.197883636483","9280.137509039345","10357.467921038782","13171.302595074845","14126.746796954321","16110.68719910313","16309.697401489497","16513.888430237035","17342.755655731296","17907.69326518577","18052.9941740844","18383.685925158436","19604.158168627775","21377.995302508367","23001.995530120752","23915.24603670677","27442.75760801376","29255.640712081546","29859.422552426648","31912.273910132415","32860.87566391302","33604.086297504015","34315.13618988756","35641.0509969045","35978.76208904895","36354.42845350881","37045.075862541715","37699.36271391036","38171.633175748946","38570.72569658029","38664.498168150494","39234.205515916125","39732.22953837711","39974.63771968218","40144.47798578229","40275.628224911394","40409.538515713975"
"3.2.1.1. Soja","162.8136842773436","944.3238382995645","2683.430239086884","5856.774066052255","8875.176008825722","9625.15394766842","11809.537704651259","12484.88315076291","13812.176172369722","15205.878285962151","15111.499789483862","15118.103637030126","13654.069822925085","13921.679258007773","14270.904683074707","15665.781054223486","16334.03180004258","16213.513733422791","17734.94654555688","21307.17807582386","24254.692912038852","23733.676579459167","27204.85320980286","25664.091710482855","27336.624072345385","27171.46385110579","29403.786300108815","31469.621680089018","29213.814531145457","29112.018123228958","30216.36389104047","34852.6968754865","34576.84939275951","35084.11924322986","36854.42707069518","37798.622923313626","38117.55229550005","38600.74776477398","38753.14159046315","38840.044615713974"
"3.2.1.2. Cana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.1.3. Arroz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.1.4. Algodão (beta)","","","","","","","","","","","","","","","","","0.17215372314453126","","","","0.6027990417480469","0.17221263427734376","7.578215588378907","16.27925206298828","7.230258465576172","6.195897100830079","12.663797949218752","0.34454011840820314","","3.01226763305664","0.2581973327636719","0.08600498657226563","","","","12.322018737792947","4.650708270263673","","",""
"3.2.1.5. Outras Lavouras Temporárias","297.4523960327154","98.50597723388672","90.48812529907232","86.42381758422862","404.9615002136236","732.3139733703628","1361.7648904235857","1641.8636461914116","2298.5110267334067","1103.8191155273448","1402.3886407531747","2224.6520187011715","4253.623442260688","4131.314916076628","4112.781242083729","3938.3771144042885","5043.791348742643","6788.481796697961","6180.299491149888","6135.579532189898","5000.345001000943","6125.573760333205","4699.842484741177","7180.504701367178","6260.231966693053","7137.476441680941","6224.600898846468","4508.795868841527","7140.613922363349","7930.0454716796985","7482.740625537132","3318.850295275875","3993.8763038207753","3580.3789249206316","2379.778445220947","1921.2845963256887","1852.4347159118643","1543.7302210083046","1522.4866344482464","1569.4939000000045"
"3.2.2. Lavoura Perene","2.241082409667969","3.102955651855469","0.6030187988281249","1.5514510131835937","1.2068966674804689","0.08620711669921875","0.08620711669921875","4.224754443359375","11.811369519043","50.228990258789025","53.41845226440424","54.970494812011665","66.61042541503905","74.62902034912106","89.80265683593736","97.73065363769527","103.50674954833971","68.50227767944327","62.814060467529245","62.383737164306595","32.759642333984324","35.94538871459954","36.20353143920891","34.651920367431586","30.515337677001913","41.20852213134765","76.28622611083989","92.7467697937012","98.43362500610344","103.17446422729483","119.42130299072251","123.3836095642089","119.24534360961923","103.90670457153333","108.21219237060556","97.52129786987307","81.82839677734377","78.89684838256838","78.63833238525395","78.63833238525393"
"3.2.2.1. Café","","","","0.4310349243164063","0.4310349243164063","","","4.224754443359375","11.294647802734406","18.709473828124978","21.64058015747066","23.278746429443327","35.1770283569336","43.36786192626952","58.54149841308581","65.69442206420895","71.4705179748534","36.46604610595696","30.86395061035153","31.036461383056615","32.67352496337885","32.932724511718675","32.932637890624925","31.381026818847598","27.502673028564413","39.0566189086914","75.68369201049809","92.7467697937012","98.43362500610344","103.17446422729483","119.33525977172837","123.29756634521476","118.3852432495118","103.0466042114259","103.39097499389658","90.20101121826174","74.50811012573244","71.57656173095705","71.49041941528324","71.49041941528323"
"3.2.2.2. Citrus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.2.3. Dendê (beta)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.2.4. Outras Lavouras Perenes","2.241082409667969","3.102955651855469","0.6030187988281249","1.1204160888671875","0.7758617431640625","0.08620711669921875","0.08620711669921875","","0.5167217163085938","31.51951643066405","31.77787210693358","31.691748382568342","31.433397058105452","31.261158422851548","31.261158422851548","32.03623157348631","32.03623157348631","32.03623157348631","31.950109857177715","31.34727578124998","0.08611737060546874","3.01266420288086","3.270893548583986","3.270893548583986","3.012664648437501","2.15190322265625","0.6025341003417969","","","","0.08604321899414062","0.08604321899414062","0.8601003601074219","0.8601003601074219","4.821217376708984","7.320286651611329","7.320286651611328","7.320286651611328","7.147912969970704","7.147912969970704"
"3.3. Silvicultura","","","0.4306831970214844","3.3609700988769555","13.007414282226565","13.007682086181644","8.784747412109375","8.69816127319336","53.07704647827163","50.91229454956056","25.915257568359323","13.602490515136724","5.252142370605469","7.663068347167969","8.182929699707032","2.153997180175782","1.0339591674804687","0.08616837768554687","0.5169958251953125","3.962772052001953","5.513294390869141","11.798679919433596","72.07699354858397","132.98184821777332","244.45648873291097","332.67055886230486","514.207585168455","704.0119017517089","906.3304678771984","1094.697141992191","1165.3248453796423","1173.7613512634302","1192.6240692626975","1192.261873181155","1276.3260697692908","1277.1010642578158","1256.1691803466802","1259.6967702026386","1259.0065859497074","1263.1395050842302"
"3.4. Mosaico de Usos","4326.589993841538","6736.556416357452","7351.920678790323","9487.17944115604","9486.159532873451","9444.294486364644","8632.866960839829","7995.912518536413","8081.3230192993815","8387.632200921691","8243.774778643814","8328.322932751433","9093.590856774905","9064.263215893538","8291.03119282839","7906.459895416267","7672.750915374738","7042.683597845454","7489.419724896204","7484.067588525374","7117.491049298118","7267.742790289301","7957.845038134761","8951.549953607135","10308.844953594858","11665.20454932841","13776.59641152942","14107.387259637264","12695.740308026016","11008.751741863854","10074.799486706408","9051.928731732032","8948.6827277586","9429.564715618755","9412.702949591003","9695.634841095018","10482.694190332106","12545.537626092537","17195.55746418429","17296.631872704864"
"4. Área não Vegetada","2483.8908861022896","4979.336090557848","6083.333831207223","7261.648002819811","6958.21695233151","8160.1315024597025","9393.057581250112","9789.69221088272","10379.668912323132","10907.016909033318","11487.072304974572","11689.362287664935","12326.22685973506","12533.663738891424","13213.170972649954","14422.096850335527","15249.76539395733","15229.933011584115","15638.297619311186","15690.49468302579","15561.303822777998","15648.9412533322","15833.32527908912","16149.454770403743","16340.627790398776","16946.37297880822","16786.38943872644","16197.18462012287","16334.947372295665","16624.386520513362","16787.858086693777","16876.192823943526","17009.93238169502","17310.70719711243","17542.089862267334","17789.417978069414","18121.399139019293","18416.38807194772","19337.20699526381","19347.793386059107"
"4.1. Praia, Duna e Areal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4.2. Área Urbanizada","","333.7418902526878","545.4815918212915","916.4388746032789","1220.6572947082464","2267.726597357196","2954.7331960877686","3823.852327728426","4363.722392053346","5155.948490948599","5767.575325470177","6065.6211430787625","6748.707053784127","7140.647696294974","7767.312794097674","8345.260911266874","8748.16675523049","9539.724083391955","10058.880131432757","10500.050712115148","10679.548835302408","10953.289273144233","11124.097269537118","11371.953456530455","11651.07323006553","12053.703223040386","12317.732361877077","12453.23916171833","12649.02402230787","12997.055787548281","13212.456898546807","13371.91468130437","13534.576687114939","13929.414087236943","14172.73904045337","14419.329727813067","14712.033381750005","14754.05152609201","15186.213852887096","15186.213852898707"
"4.3. Mineração","","0.08619268798828125","0.17238460083007812","0.2585880859375","0.8619886962890624","1.2067997802734372","1.2067997802734372","2.9308468261718756","4.655069104003909","7.241188146972654","14.654625164794933","18.36131797485356","25.430873602294973","32.67336379394536","35.94926506347658","45.345737030029206","47.58703531494134","49.82821232910148","55.00039003906237","65.94805060424797","75.08543959960907","86.98146293334926","91.4639858825681","95.94671788330051","102.58423273925783","116.63524522094727","124.7380327331541","138.18559237670874","149.13279721069307","156.4595346801756","159.9073577331541","163.95869208984377","174.04324519653372","177.83584340820408","180.5944230529791","187.74915731811535","187.92153009033217","187.40432648315448","186.45607044067404","186.45607044067404"
"4.4. Outras Áreas não Vegetadas","2483.8908861022896","4645.508007617173","5537.679854785101","6344.950540130595","5736.697668926974","5891.1981053222335","6437.11758538207","5962.909036328123","6011.291451165782","5743.827229937746","5704.842354339599","5605.379826611319","5552.088932348637","5360.342678802506","5409.9089134888045","6031.4902020386235","6454.011603411898","5640.380715863058","5524.417097839367","5124.495920306396","4806.66954787598","4608.670517254617","4617.764023669432","4681.554595989988","4586.9703275939855","4776.034510546888","4343.919044116211","3605.75986602783","3536.7905527771004","3470.871198284907","3415.493830413814","3340.3194505493134","3301.3124493835458","3203.4572664672833","3188.7563987609847","3182.3390929382313","3221.444227178955","3474.932219372557","3964.537071936039","3975.1234627197255"
"5. Corpo D´água","","6.546132604980468","11.63018200073242","9.389276342773437","17.48855934448242","25.155533312988275","34.37342936401366","36.092709576416","33.07688475341796","38.763757354736306","31.35354024047851","27.47594392700195","31.60734360351562","57.79366235961913","68.90730835571293","58.66076661987303","50.388384320068354","50.38766737670896","58.13853174438479","78.8791428955078","79.82583648071288","86.10832183837893","85.33304290161136","80.5937871032715","79.55824779663088","81.19805981445316","81.71429897460945","82.05980894165046","79.56297469482423","80.68289719238284","78.9619927246094","76.63463650512698","60.088897576904316","60.85939082031253","62.667596807861365","66.02915825195316","62.75461156616215","75.93230706787112","73.17605338745116","73.1760533874512"
"5.1. Rio, Lago e Oceano","","6.546132604980468","11.63018200073242","9.389276342773437","17.48855934448242","25.155533312988275","34.37342936401366","36.092709576416","33.07688475341796","38.763757354736306","31.35354024047851","27.47594392700195","31.60734360351562","57.79366235961913","68.90730835571293","58.66076661987303","50.388384320068354","50.38766737670896","58.13853174438479","78.8791428955078","79.82583648071288","86.10832183837893","85.33304290161136","80.5937871032715","79.55824779663088","81.19805981445316","81.71429897460945","82.05980894165046","79.56297469482423","80.68289719238284","78.9619927246094","76.63463650512698","60.088897576904316","60.85939082031253","62.667596807861365","66.02915825195316","62.75461156616215","75.93230706787112","73.17605338745116","73.1760533874512"
"5.2. Aquicultura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6. Não observado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
