id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 1563774780 ,01bfbc86-9169-3845-9a75-b2c5d51b5200,  -15.934600 ,  -47.707340 ,2021-10-07 17:09:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1563774781 ,62a479c6-af41-3fc3-9fde-41478b65909a,  -15.936560 ,  -47.719520 ,2021-10-07 17:09:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1563635534 ,7f6f5da7-ebe0-3eaf-88e2-2054853f6897,  -15.649480 ,  -48.118440 ,2021-10-06 16:26:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1563635535 ,5b867308-3e67-33d6-847a-48cd3e064985,  -15.652250 ,  -48.143640 ,2021-10-06 16:26:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1563635536 ,930e8152-59f2-3b95-86c8-eaf45f5db6f6,  -16.002770 ,  -48.191780 ,2021-10-06 16:26:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1563635537 ,1df11b3b-57e9-3855-96e5-b494004d68ab,  -16.004870 ,  -48.186460 ,2021-10-06 16:26:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1557335216 ,5b5b6384-7465-3f9f-bbe6-5a7256f3e58e,  -15.767250 ,  -47.995620 ,2021-09-04 16:26:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1558965958 ,6ccd5df9-8d81-3f31-b66a-ef85e03204e1,  -15.812370 ,  -47.774250 ,2021-09-10 17:26:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1558965951 ,d9b83f78-6ab1-37a7-8d92-f745bba5da88,  -15.808740 ,  -47.782740 ,2021-09-10 17:26:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1558162783 ,77014b32-a0c9-3904-9e7c-415821b029e0,  -15.670370 ,  -47.626120 ,2021-09-07 16:56:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1558162782 ,3669650b-5ef1-3305-9820-793335791fcb,  -15.671710 ,  -47.635380 ,2021-09-07 16:56:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1558162796 ,c2450407-78ff-3e0a-868c-d5c01d401aca,  -16.035100 ,  -47.857630 ,2021-09-07 16:56:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1558162794 ,70f24f77-41fb-3d69-9374-d3343a8bebfc,  -15.785560 ,  -48.037630 ,2021-09-07 16:56:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1558162793 ,8b886ca5-55e1-38e1-9ecb-2912c1e0a9f6,  -15.786890 ,  -48.046890 ,2021-09-07 16:56:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1558162791 ,f0ba6b7a-bbd9-30b4-b833-8160db397934,  -15.847300 ,  -48.084870 ,2021-09-07 16:56:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1558162790 ,4e1e0272-e7d9-327d-960a-0b5d9959155c,  -15.794530 ,  -48.036240 ,2021-09-07 16:56:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1558162789 ,8cc166f1-9db0-3aab-a06a-b1944efbc30d,  -15.736620 ,  -47.761050 ,2021-09-07 16:56:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1558162788 ,0b504989-40ee-3613-9947-bccb56f2d5d2,  -15.735280 ,  -47.751770 ,2021-09-07 16:56:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1558162787 ,061891fd-0953-3563-a572-3f4deac7983b,  -15.723830 ,  -47.997040 ,2021-09-07 16:56:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1558162786 ,d0534d2a-1650-30ae-a3c7-e73e6420304e,  -15.715130 ,  -47.809010 ,2021-09-07 16:56:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1558162785 ,fbfca66a-8bd2-387d-88da-d0043d5a8f3b,  -15.704440 ,  -47.734790 ,2021-09-07 16:56:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559141355 ,3606306b-4532-30de-a90e-b8f4cbb604d6,  -15.523450 ,  -48.042380 ,2021-09-11 16:33:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559141411 ,fb7cf31c-3be2-3504-b2d4-e2e35b6eed62,  -15.525750 ,  -48.061840 ,2021-09-11 16:33:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559141435 ,b85dce83-3350-3e88-b476-811e579b088b,  -15.535750 ,  -48.039160 ,2021-09-11 16:33:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559141453 ,7a85e032-7f20-3666-ae5d-b08936804e02,  -15.547560 ,  -47.484620 ,2021-09-11 16:33:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559141466 ,6d42fd56-ffc2-36c7-8152-2ff90112213c,  -15.548110 ,  -48.036510 ,2021-09-11 16:33:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559141475 ,df8914ac-fd70-3f8b-82a4-8dbcc4bb2839,  -15.549230 ,  -48.031460 ,2021-09-11 16:33:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559141482 ,88fcc7eb-8de2-3230-a7af-e08819e7ced3,  -15.549670 ,  -47.502170 ,2021-09-11 16:33:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559141490 ,da6577a8-c5db-3a1b-992b-9b2b55b94e6d,  -15.550540 ,  -48.056690 ,2021-09-11 16:33:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559141505 ,7c8a4305-381f-3ccb-a256-b65bb66038bf,  -15.551480 ,  -48.051450 ,2021-09-11 16:33:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559141530 ,f0a1df8d-9147-3267-b07f-34db94e429c8,  -15.557420 ,  -47.465720 ,2021-09-11 16:33:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559141532 ,b49ff77e-3015-36ac-9bc1-e03b09c40fe9,  -15.627970 ,  -47.741830 ,2021-09-11 16:33:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559141540 ,013e723f-6ed8-3c90-acc6-d7ef5e6dd79f,  -15.631860 ,  -47.734410 ,2021-09-11 16:33:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559141547 ,c1226a86-2678-335c-a40f-3c44f871033e,  -15.633930 ,  -47.752330 ,2021-09-11 16:33:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559141556 ,7bc2408d-3734-3db0-af4f-cfd6a84fbec3,  -15.646130 ,  -47.750420 ,2021-09-11 16:33:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559141589 ,4f29be8f-7e21-37b6-80c3-16085d93bc1f,  -15.717010 ,  -48.140620 ,2021-09-11 16:33:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559141640 ,96ff6b6b-8d00-3b2b-86bf-a2fd12bbcba5,  -15.985640 ,  -47.435240 ,2021-09-11 16:33:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559141652 ,6fae0bf9-5eea-33c7-a80f-820d22f25e14,  -15.997610 ,  -47.433450 ,2021-09-11 16:33:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559141662 ,041ec45b-d0e9-3292-9f6c-c1d83e77a931,  -15.999680 ,  -47.450740 ,2021-09-11 16:33:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1558793407 ,f6a38809-1f21-3e51-8635-5a471e28c260,  -15.781390 ,  -48.077420 ,2021-09-09 16:43:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1558793404 ,71457c3a-4dcf-3c1d-b606-9aa67aa35c89,  -15.764400 ,  -48.103850 ,2021-09-09 16:43:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1558793401 ,64f73785-5fee-362d-8781-fced3d6edec4,  -15.762900 ,  -48.092140 ,2021-09-09 16:43:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1558793377 ,792a3b8b-30d8-3fb8-a10b-473fb0f17e96,  -15.689850 ,  -47.851070 ,2021-09-09 16:43:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1558793374 ,ca10c501-9b14-3acd-92f2-3991555b72dd,  -15.688350 ,  -47.839780 ,2021-09-09 16:43:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559406042 ,18f8fb16-82c6-37ea-a693-5c2bd794d530,  -15.578370 ,  -47.462920 ,2021-09-12 17:15:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559406043 ,1e0fe3d8-034b-33c1-af35-f900f20f2631,  -15.644560 ,  -47.734720 ,2021-09-12 17:15:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
 1559406044 ,293b3600-0956-3b72-8051-1ce0c90eef2b,  -15.647180 ,  -47.750220 ,2021-09-12 17:15:00,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado
