data,n_focos,target,precipitacao_mm,radiacao_media,temp_media,temp_max,temp_min,temp_orvalho_media,humidade_media,vento_rajada_max,vento_vel_media,focos_ultimos_3d,focos_ultimos_7d,chuva_7d,temp_7d,mes,dia_semana
2023-09-05,0,0,0.0,1727.0166666666669,25.820833333333336,31.7,21.3,13.745833333333332,49.0,7.9,1.9125,3.0,3.0,47.400000000000034,22.826785714285712,9,1
2023-09-06,0,0,0.0,1636.4769230769232,23.6,28.3,19.5,15.070833333333333,60.125,10.2,3.858333333333333,3.0,3.0,47.400000000000034,23.364880952380954,9,2
2023-09-07,1,1,0.0,1894.323076923077,21.941666666666663,27.0,16.6,10.791666666666666,51.0,11.1,3.7916666666666665,0.0,3.0,39.20000000000003,23.7,9,3
2023-09-08,0,0,0.0,1793.6384615384616,22.329166666666666,27.9,17.5,10.133333333333333,47.958333333333336,8.4,2.783333333333333,1.0,4.0,22.60000000000003,23.6125,9,4
2023-09-09,0,0,0.0,1750.853846153846,23.275,29.4,16.6,8.595833333333333,40.333333333333336,7.2,2.3041666666666667,1.0,4.0,1.8000000000000285,23.611309523809524,9,5
2023-09-10,0,0,0.0,1901.8,23.35,29.5,16.0,7.587499999999999,37.958333333333336,8.7,2.8083333333333336,1.0,4.0,0.0,23.626785714285713,9,6
2023-09-11,6,1,0.0,1940.5846153846155,22.9375,28.3,17.4,6.216666666666666,35.333333333333336,9.6,2.8541666666666665,0.0,1.0,0.0,23.516071428571426,9,0
2023-09-12,0,0,0.0,1552.1538461538462,23.025,29.9,14.7,9.375,43.29166666666666,8.9,1.7666666666666666,6.0,7.0,0.0,23.32202380952381,9,1
2023-09-13,0,0,0.0,1760.1153846153843,24.47083333333333,31.8,16.4,9.808333333333334,41.958333333333336,7.8,1.9708333333333328,6.0,7.0,0.0,22.922619047619047,9,2
2023-09-14,0,0,0.0,1530.5615384615385,23.46666666666667,31.1,18.2,12.058333333333332,49.91666666666666,8.7,2.1041666666666665,6.0,7.0,0.0,23.047023809523807,9,3
2023-09-15,0,0,0.0,1179.676923076923,22.58333333333333,28.4,17.3,14.254166666666668,60.625,7.4,2.3583333333333334,0.0,6.0,0.0,23.264880952380953,9,4
2023-09-16,0,0,0.0,1513.6416666666669,23.079166666666666,30.2,18.1,13.7,57.083333333333336,9.5,2.341666666666667,0.0,6.0,0.0,23.301190476190477,9,5
2023-09-17,0,0,0.0,1471.5461538461536,24.65,30.6,18.9,13.145833333333334,50.458333333333336,9.0,2.65,0.0,6.0,0.0,23.273214285714285,9,6
